Variant1	Class1	PP1	Variant2	Class2	PP2	trait	distance	regionA	regionB
chr6:408079-408080	coding	0.1058	chr6:406552-406553	intron	0.1465	LYMPH_COUNT	1525	region89	region89
chr3:128321873-128321874	intergenic	0.2891	chr3:128320345-128320346	intergenic	0.1925	NEUTRO_COUNT	1526	region28	region28
chr3:128321873-128321874	intergenic	0.5119	chr3:128320345-128320346	intergenic	0.1355	WBC_COUNT	1526	region37	region37
chr19:836149-836150	intergenic	0.2393	chr19:837680-837681	intergenic	0.1046	BASO_COUNT	1529	region48	region48
chr6:25530084-25530085	intron	0.1481	chr6:25528550-25528551	promoter	0.1109	MPV	1532	region77	region77
chr12:29435675-29435676	accessible	0.1942	chr12:29437217-29437218	intron	0.2069	MPV	1540	region149	region149
chr12:29435675-29435676	accessible	0.2556	chr12:29437217-29437218	intron	0.239	PLT_COUNT	1540	region162	region162
chr20:2104811-2104812	intron	0.1834	chr20:2106355-2106356	intron	0.1277	BASO_COUNT	1542	region51	region51
chr20:49100045-49100046	accessible	0.3077	chr20:49101590-49101591	intergenic	0.3751	RBC_COUNT	1543	region136	region136
chr19:45743640-45743641	intergenic	0.1149	chr19:45742094-45742095	intergenic	0.1064	NEUTRO_COUNT	1544	region176	region176
chr19:45742094-45742095	intergenic	0.1219	chr19:45743640-45743641	intergenic	0.116	WBC_COUNT	1544	region230	region230
chr6:134795159-134795160	intron	0.1215	chr6:134793611-134793612	intron	0.1007	RETIC_COUNT	1546	region64	region64
chr10:101280279-101280280	accessible	0.1308	chr10:101278725-101278726	intergenic	0.1711	MEAN_RETIC_VOL	1552	region96	region96
chr16:30141847-30141848	intergenic	0.1608	chr16:30140292-30140293	intergenic	0.1579	MCV	1553	region169	region169
chr3:71254751-71254752	accessible	0.802	chr3:71256309-71256310	intron	0.1073	MCH	1556	region34	region34
chr3:71254751-71254752	accessible	0.5393	chr3:71256309-71256310	intron	0.3027	MCV	1556	region36	region36
chr3:71254751-71254752	accessible	0.3594	chr3:71256309-71256310	intron	0.6017	MEAN_RETIC_VOL	1556	region32	region32
chr3:71254751-71254752	accessible	0.1164	chr3:71256309-71256310	intron	0.6542	RBC_COUNT	1556	region25	region25
chr14:65520353-65520354	accessible	0.1414	chr14:65521912-65521913	intron	0.1228	MCH	1557	region148	region148
chr14:65520353-65520354	accessible	0.1381	chr14:65521912-65521913	intron	0.1226	MCV	1557	region155	region155
chr12:88843474-88843475	intergenic	0.1093	chr12:88845035-88845036	intergenic	0.1034	MEAN_RETIC_VOL	1559	region115	region115
chr10:124265612-124265613	intron	0.1613	chr10:124267173-124267174	intron	0.1455	WBC_COUNT	1559	region165	region165
chr16:19271767-19271768	intron	0.9988	chr16:19273328-19273329	intron	0.8072	WBC_COUNT	1559	region209	region209
chr3:128316435-128316436	accessible	0.204	chr3:128317997-128317998	accessible	0.1027	NEUTRO_COUNT	1560	region28	region28
chr12:57019443-57019444	intron	0.1885	chr12:57021006-57021007	intron	0.1864	MPV	1561	region150	region150
chr5:149500236-149500237	accessible	0.2279	chr5:149501803-149501804	accessible	0.1935	MONO_COUNT	1565	region43	region43
chr16:88555930-88555931	accessible	0.1373	chr16:88557499-88557500	intron	0.107	MEAN_RETIC_VOL	1567	region129	region129
chr14:103568981-103568982	coding	0.1078	chr14:103567406-103567407	promoter	0.1091	PLT_COUNT	1573	region179	region179
chr11:2320558-2320559	accessible	0.1769	chr11:2322136-2322137	promoter	0.1011	MCH	1576	region135	region135
chr17:4835627-4835628	coding	0.9693	chr17:4837210-4837211	coding	0.2958	MPV	1581	region210	region210
chr1:198976492-198976493	accessible	0.3391	chr1:198974904-198974905	intergenic	0.1764	PLT_COUNT	1586	region18	region18
chr13:108915394-108915395	intergenic	0.1595	chr13:108913795-108913796	intergenic	0.1077	MONO_COUNT	1597	region159	region159
chr1:25818452-25818453	intron	0.5361	chr1:25816847-25816848	intron	0.2976	PLT_COUNT	1603	region1001	region1001
chr2:60704933-60704934	accessible	0.1629	chr2:60703325-60703326	accessible	0.1543	MEAN_RETIC_VOL	1606	region18	region18
chr10:126340267-126340268	accessible	0.1216	chr10:126338657-126338658	intron	0.1119	BASO_COUNT	1608	region30	region30
chr6:82464987-82464988	intergenic	0.5588	chr6:82463376-82463377	promoter	0.4067	BASO_COUNT	1609	region17	region17
chr2:202126615-202126616	promoter	0.1032	chr2:202124997-202124998	promoter	0.1027	LYMPH_COUNT	1616	region18	region18
chr11:838722-838723	coding	0.1006	chr11:837084-837085	intron	0.1206	MPV	1636	region134	region134
chr7:75631913-75631914	accessible	0.1193	chr7:75630274-75630275	coding	0.158	EO_COUNT	1637	region109	region109
chr2:231175549-231175550	coding	0.1215	chr2:231177200-231177201	intron	0.1909	EO_COUNT	1649	region26	region26
chr19:54327869-54327870	promoter	0.2659	chr19:54326212-54326213	promoter	0.2102	MONO_COUNT	1655	region190	region190
chr19:33756070-33756071	intergenic	0.3111	chr19:33757736-33757737	intergenic	0.1178	MONO_COUNT	1664	region192	region192
chr19:45751157-45751158	intergenic	0.2866	chr19:45749484-45749485	intergenic	0.1065	PLT_COUNT	1671	region218	region218
chr12:116839021-116839022	intergenic	0.4327	chr12:116837347-116837348	intergenic	0.3209	MONO_COUNT	1672	region155	region155
chr20:1920605-1920606	intergenic	0.1918	chr20:1922283-1922284	intergenic	0.1206	MPV	1676	region235	region235
chr6:143260600-143260601	intron	0.2056	chr6:143258915-143258916	intron	0.1023	MPV	1683	region103	region103
chr2:231177904-231177905	coding	0.1114	chr2:231179590-231179591	intergenic	0.1003	EO_COUNT	1684	region26	region26
chr14:23499321-23499322	intron	0.155	chr14:23497629-23497630	intron	0.1473	MCH	1690	region151	region151
chr14:23499321-23499322	intron	0.1549	chr14:23497629-23497630	intron	0.1392	MCV	1690	region158	region158
chr14:23499321-23499322	intron	0.2611	chr14:23497629-23497630	intron	0.1191	RETIC_COUNT	1690	region99	region99
chr19:49130070-49130071	promoter	0.1814	chr19:49131764-49131765	utr	0.1097	NEUTRO_COUNT	1692	region178	region178
chr1:115064222-115064223	intergenic	0.6715	chr1:115062527-115062528	intergenic	0.1495	MCH	1693	region7	region7
chr1:115064222-115064223	intergenic	0.5058	chr1:115062527-115062528	intergenic	0.2456	MCV	1693	region10	region10
chr4:106210284-106210285	intergenic	0.1573	chr4:106211980-106211981	intergenic	0.1547	PLT_COUNT	1694	region59	region59
chr22:37505552-37505553	promoter	0.3287	chr22:37507250-37507251	promoter	0.2209	HCT	1696	region110	region110
chr22:37505552-37505553	promoter	0.3682	chr22:37507250-37507251	promoter	0.1686	HGB	1696	region119	region119
chr22:37505552-37505553	promoter	0.2288	chr22:37507250-37507251	promoter	0.1579	MCH	1696	region191	region191
chr22:37507250-37507251	promoter	0.211	chr22:37505552-37505553	promoter	0.1974	MCV	1696	region204	region204
chr5:55455645-55455646	accessible	0.2222	chr5:55453942-55453943	intron	0.2154	MONO_COUNT	1701	region44	region44
chr20:55991637-55991638	intron	0.5155	chr20:55993341-55993342	intron	0.2227	MCH	1702	region183	region183
chr20:55991637-55991638	intron	0.5655	chr20:55993341-55993342	intron	0.1637	MCV	1702	region194	region194
chr14:103566785-103566786	coding	0.114	chr14:103565080-103565081	promoter	0.1421	MPV	1703	region174	region174
chr9:130630233-130630234	coding	0.9842	chr9:130628524-130628525	intergenic	0.7021	HGB	1707	region77	region77
chr6:44202352-44202353	accessible	0.1311	chr6:44204064-44204065	intergenic	0.1613	MEAN_RETIC_VOL	1710	region50	region50
chr10:114199287-114199288	intron	0.2462	chr10:114197571-114197572	intron	0.1942	MPV	1714	region129	region129
chr9:27489251-27489252	accessible	0.765	chr9:27490967-27490968	intron	0.2323	WBC_COUNT	1714	region155	region155
chr6:135403089-135403090	intergenic	0.1264	chr6:135401371-135401372	intergenic	0.1123	RBC_COUNT	1716	region36	region36
chr3:184111488-184111489	intergenic	0.1308	chr3:184109768-184109769	intergenic	0.128	PLT_COUNT	1718	region37	region37
chr5:10643578-10643579	intron	0.1227	chr5:10641856-10641857	intron	0.121	EO_COUNT	1720	region63	region63
chr9:277776-277777	accessible	0.331	chr9:276053-276054	intron	0.1659	MPV	1721	region123	region123
chr5:1104938-1104939	accessible	0.5121	chr5:1106667-1106668	intron	0.1569	RBC_COUNT	1727	region31	region31
chr8:6823565-6823566	intergenic	0.4566	chr8:6825295-6825296	promoter	0.1898	BASO_COUNT	1728	region27	region27
chr6:16252853-16252854	accessible	0.1131	chr6:16254585-16254586	intron	0.1214	RETIC_COUNT	1730	region66	region66
chr2:192696255-192696256	accessible	1	chr2:192697988-192697989	intergenic	0.7024	MPV	1731	region22	region22
chr9:96174468-96174469	intergenic	0.1608	chr9:96176203-96176204	intergenic	0.1047	PLT_COUNT	1733	region139	region139
chr20:57587040-57587041	intergenic	0.1514	chr20:57585301-57585302	intergenic	0.1475	PLT_COUNT	1737	region224	region224
chr3:143021856-143021857	accessible	0.4771	chr3:143023597-143023598	intron	0.4939	MPV	1739	region53	region53
chr19:18430381-18430382	accessible	0.5801	chr19:18428632-18428633	intron	0.2793	MONO_COUNT	1747	region193	region193
chr9:136151579-136151580	promoter	0.156	chr9:136149830-136149831	promoter	0.1508	NEUTRO_COUNT	1747	region111	region111
chr19:18430381-18430382	accessible	0.2472	chr19:18428632-18428633	intron	0.2694	RBC_COUNT	1747	region132	region132
chr9:136149830-136149831	promoter	0.1263	chr9:136151579-136151580	promoter	0.1262	WBC_COUNT	1747	region156	region156
chr9:73113806-73113807	intergenic	0.2727	chr9:73115562-73115563	intergenic	0.1107	MPV	1754	region124	region124
chr15:80346048-80346049	intergenic	0.1156	chr15:80347817-80347818	intergenic	0.1038	RETIC_COUNT	1767	region107	region107
chr14:55344901-55344902	promoter	0.1525	chr14:55346671-55346672	promoter	0.1252	LYMPH_COUNT	1768	region164	region164
chr1:12099345-12099346	accessible	0.1259	chr1:12097568-12097569	intergenic	0.2123	EO_COUNT	1775	region8	region8
chr15:40308859-40308860	coding	0.1349	chr15:40310643-40310644	intron	0.1391	MCH	1782	region156	region156
chr4:38330855-38330856	accessible	0.1825	chr4:38332642-38332643	intergenic	0.1899	LYMPH_COUNT	1785	region43	region43
chr3:133476769-133476770	coding	0.9166	chr3:133478557-133478558	intron	0.2945	MCH	1786	region29	region29
chr11:72946140-72946141	coding	0.3739	chr11:72947934-72947935	coding	0.2209	MPV	1792	region141	region141
chr5:76230252-76230253	intergenic	0.9873	chr5:76232047-76232048	intergenic	0.1104	PLT_COUNT	1793	region1004	region1004
chr1:36945713-36945714	accessible	0.108	chr1:36943916-36943917	intron	0.3376	NEUTRO_COUNT	1795	region2	region2
chr20:31191015-31191016	accessible	0.327	chr20:31192816-31192817	intron	0.2351	MONO_COUNT	1799	region197	region197
chr5:53274467-53274468	intron	0.311	chr5:53272664-53272665	intron	0.1075	RETIC_COUNT	1801	region44	region44
chr7:98580812-98580813	intron	0.1223	chr7:98579002-98579003	intron	0.1212	MEAN_RETIC_VOL	1808	region80	region80
chr2:112238447-112238448	accessible	0.2127	chr2:112236636-112236637	accessible	0.1868	LYMPH_COUNT	1809	region15	region15
chr6:26017598-26017599	coding	1	chr6:26019411-26019412	promoter	0.1586	MCH	1811	region1001	region1001
chr11:114110813-114110814	accessible	0.2225	chr11:114112626-114112627	intron	0.2645	PLT_COUNT	1811	region150	region150
chr5:1284135-1284136	promoter	0.2356	chr5:1282319-1282320	promoter	0.1875	MCH	1814	region44	region44
chr5:1282319-1282320	promoter	0.3334	chr5:1284135-1284136	promoter	0.1042	MEAN_RETIC_VOL	1814	region37	region37
chr12:121154221-121154222	intron	0.2035	chr12:121156041-121156042	intron	0.1919	MCH	1818	region139	region139
chr12:121154221-121154222	intron	0.179	chr12:121156041-121156042	intron	0.1629	MCV	1818	region144	region144
chr4:77410318-77410319	intron	0.2019	chr4:77412140-77412141	intron	0.1737	HCT	1820	region21	region21
chr4:77412140-77412141	intron	0.1234	chr4:77410318-77410319	intron	0.1187	HGB	1820	region22	region22
chr4:77410318-77410319	intron	0.2661	chr4:77412140-77412141	intron	0.2193	RBC_COUNT	1820	region28	region28
chr16:19271767-19271768	intron	0.9988	chr16:19269943-19269944	intron	0.1034	WBC_COUNT	1822	region209	region209
chr17:38173637-38173638	coding	0.4374	chr17:38175462-38175463	coding	0.1101	NEUTRO_COUNT	1823	region163	region163
chr2:112250758-112250759	promoter	0.314	chr2:112252585-112252586	promoter	0.2085	MCH	1825	region16	region16
chr2:112250758-112250759	promoter	0.3466	chr2:112252585-112252586	promoter	0.1192	MCV	1825	region18	region18
chr2:112250758-112250759	promoter	0.3787	chr2:112252585-112252586	promoter	0.1762	MEAN_RETIC_VOL	1825	region19	region19
chr14:65350074-65350075	intergenic	0.6008	chr14:65348245-65348246	promoter	0.3154	MEAN_RETIC_VOL	1827	region119	region119
chr20:54988877-54988878	promoter	0.1819	chr20:54987048-54987049	promoter	0.1572	PLT_COUNT	1827	region228	region228
chr10:8467037-8467038	accessible	0.4129	chr10:8465203-8465204	intergenic	0.2548	MONO_COUNT	1832	region135	region135
chr10:103892888-103892889	coding	0.1242	chr10:103894724-103894725	promoter	0.2309	MCH	1834	region126	region126
chr1:171946082-171946083	intron	0.2404	chr1:171944242-171944243	intron	0.162	PLT_COUNT	1838	region2	region2
chr8:41543675-41543676	coding	0.2678	chr8:41545516-41545517	intron	0.3896	MEAN_RETIC_VOL	1839	region82	region82
chr8:41543675-41543676	coding	0.1214	chr8:41545516-41545517	intron	0.1297	RETIC_COUNT	1839	region75	region75
chr9:17700028-17700029	intron	0.1455	chr9:17698184-17698185	intron	0.1136	WBC_COUNT	1842	region158	region158
chr6:29765271-29765272	coding	0.1152	chr6:29767127-29767128	intergenic	0.2215	EO_COUNT	1854	region86	region86
chr6:41932224-41932225	intron	0.281	chr6:41934104-41934105	intron	0.2653	RETIC_COUNT	1878	region57	region57
chr8:68778176-68778177	intergenic	0.2105	chr8:68780057-68780058	intergenic	0.2083	WBC_COUNT	1879	region153	region153
chr19:12994618-12994619	accessible	0.2359	chr19:12996500-12996501	coding	0.2352	MCH	1880	region178	region178
chr19:12994618-12994619	accessible	0.2192	chr19:12996500-12996501	coding	0.1941	MCV	1880	region188	region188
chr8:130627979-130627980	intergenic	0.1435	chr8:130626097-130626098	intergenic	0.1306	NEUTRO_COUNT	1880	region102	region102
chr8:130626097-130626098	intergenic	0.2333	chr8:130627979-130627980	intergenic	0.2067	WBC_COUNT	1880	region147	region147
chr1:211391316-211391317	intergenic	0.1621	chr1:211393201-211393202	intergenic	0.1466	MEAN_RETIC_VOL	1883	region11	region11
chr9:27490613-27490614	intron	0.4165	chr9:27492503-27492504	intron	0.1007	LYMPH_COUNT	1888	region134	region134
chr1:248040104-248040105	coding	0.491	chr1:248038210-248038211	intron	0.9619	MPV	1892	region3	region3
chr20:31193045-31193046	accessible	0.11	chr20:31194951-31194952	intron	0.1282	MONO_COUNT	1904	region197	region197
chr6:164463355-164463356	accessible	0.2263	chr6:164461444-164461445	accessible	0.1264	PLT_COUNT	1909	region98	region98
chr6:26342930-26342931	intergenic	0.3729	chr6:26344845-26344846	intergenic	0.1729	MCV	1913	region62	region62
chr11:327334-327335	accessible	0.3601	chr11:325418-325419	utr	0.2225	EO_COUNT	1914	region133	region133
chr6:28326294-28326295	intron	0.1307	chr6:28324378-28324379	promoter	0.1454	MONO_COUNT	1914	region1003	region1003
chr4:95324635-95324636	intergenic	0.5285	chr4:95326553-95326554	intergenic	0.2675	NEUTRO_COUNT	1916	region41	region41
chr4:95326553-95326554	intergenic	0.4793	chr4:95324635-95324636	intergenic	0.3392	WBC_COUNT	1916	region51	region51
chr16:163598-163599	accessible	0.2006	chr16:165518-165519	intron	0.1434	MCH	1918	region159	region159
chr1:213939320-213939321	intergenic	0.2771	chr1:213937382-213937383	intergenic	0.1802	MPV	1936	region19	region19
chr3:184091102-184091103	promoter	1	chr3:184093040-184093041	promoter	0.9947	PLT_COUNT	1936	region37	region37
chr12:4330068-4330069	accessible	0.2616	chr12:4332009-4332010	intergenic	0.1341	MCH	1939	region138	region138
chr12:4330068-4330069	accessible	0.1953	chr12:4332009-4332010	intergenic	0.1459	MCV	1939	region143	region143
chr3:16899947-16899948	intergenic	0.1517	chr3:16898006-16898007	intergenic	0.1172	RBC_COUNT	1939	region26	region26
chr12:4330068-4330069	accessible	0.1319	chr12:4332009-4332010	intergenic	0.1098	RBC_COUNT	1939	region83	region83
chr20:39272737-39272738	intergenic	0.1672	chr20:39270795-39270796	intergenic	0.1465	WBC_COUNT	1940	region235	region235
chr6:43742626-43742627	accessible	0.2208	chr6:43740678-43740679	intron	0.1049	HCT	1946	region30	region30
chr6:43742626-43742627	accessible	0.1321	chr6:43740678-43740679	intron	0.1283	RBC_COUNT	1946	region41	region41
chr3:128331870-128331871	accessible	0.1319	chr3:128329920-128329921	intergenic	0.1668	WBC_COUNT	1948	region37	region37
chr5:52133266-52133267	intron	0.999	chr5:52131315-52131316	intron	0.6738	RETIC_COUNT	1949	region49	region49
chr5:176799992-176799993	accessible	0.4284	chr5:176798040-176798041	accessible	0.2819	HCT	1950	region26	region26
chr15:40312615-40312616	intron	0.1865	chr15:40310643-40310644	intron	0.1391	MCH	1970	region156	region156
chr11:65674153-65674154	accessible	0.1296	chr11:65676137-65676138	intergenic	0.1473	EO_COUNT	1982	region134	region134
chr5:10643578-10643579	intron	0.1227	chr5:10645564-10645565	intron	0.1075	EO_COUNT	1984	region63	region63
chr11:1689409-1689410	accessible	0.2334	chr11:1687422-1687423	promoter	0.1874	HCT	1985	region75	region75
chr15:31548996-31548997	accessible	0.1671	chr15:31547005-31547006	intergenic	0.1271	MCV	1989	region166	region166
chr1:205741426-205741427	intron	0.1125	chr1:205743425-205743426	promoter	0.1821	NEUTRO_COUNT	1997	region9	region9
chr22:51106681-51106682	intergenic	0.1131	chr22:51104680-51104681	intergenic	0.1014	MPV	1999	region242	region242
chr14:23587046-23587047	promoter	0.9999	chr14:23589057-23589058	promoter	0.9955	EO_COUNT	2009	region149	region149
chr18:46363402-46363403	accessible	0.587	chr18:46365418-46365419	accessible	0.3345	HCT	2014	region101	region101
chr9:22147715-22147716	intergenic	0.1893	chr9:22145694-22145695	intergenic	0.1089	LYMPH_COUNT	2019	region128	region128
chr9:27487221-27487222	accessible	0.9959	chr9:27489251-27489252	accessible	0.765	WBC_COUNT	2028	region155	region155
chr1:161472789-161472790	accessible	0.1001	chr1:161474825-161474826	promoter	0.2347	NEUTRO_COUNT	2034	region11	region11
chr20:55990405-55990406	accessible	0.2323	chr20:55988358-55988359	intron	0.8	MEAN_RETIC_VOL	2045	region152	region152
chr19:16430447-16430448	accessible	0.1068	chr19:16428398-16428399	intergenic	0.2971	EO_COUNT	2047	region180	region180
chr19:45418790-45418791	promoter	0.256	chr19:45416741-45416742	promoter	0.133	EO_COUNT	2047	region183	region183
