Description	File	wget command	Dropbox address
Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia')	6147_2.assoc.tsv.gz	wget https://www.dropbox.com/s/zn0vupmxzpe6pzu/6147_2.assoc.tsv.gz?dl=0 -O 6147_2.assoc.tsv.gz	https://www.dropbox.com/s/zn0vupmxzpe6pzu/6147_2.assoc.tsv.gz?dl=0
Treatment/medication code: venlafaxine	20003_1140916282.assoc.tsv.gz	wget https://www.dropbox.com/s/opc2c2537h61vvy/20003_1140916282.assoc.tsv.gz?dl=0 -O 20003_1140916282.assoc.tsv.gz	https://www.dropbox.com/s/opc2c2537h61vvy/20003_1140916282.assoc.tsv.gz?dl=0
Treatment/medication code: mucodyne 375mg capsule	20003_1140862952.assoc.tsv.gz	wget https://www.dropbox.com/s/axtcm7pthob3jsa/20003_1140862952.assoc.tsv.gz?dl=0 -O 20003_1140862952.assoc.tsv.gz	https://www.dropbox.com/s/axtcm7pthob3jsa/20003_1140862952.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C78.6 Secondary malignant neoplasm of retroperitoneum and peritoneum	40001_C786.assoc.tsv.gz	wget https://www.dropbox.com/s/9t4gfaq688b7khd/40001_C786.assoc.tsv.gz?dl=0 -O 40001_C786.assoc.tsv.gz	https://www.dropbox.com/s/9t4gfaq688b7khd/40001_C786.assoc.tsv.gz?dl=0
Treatment/medication code: salmeterol product	20003_1141157264.assoc.tsv.gz	wget https://www.dropbox.com/s/dibahznqsoqr8qb/20003_1141157264.assoc.tsv.gz?dl=0 -O 20003_1141157264.assoc.tsv.gz	https://www.dropbox.com/s/dibahznqsoqr8qb/20003_1141157264.assoc.tsv.gz?dl=0
Treatment/medication code: efexor 37.5mg tablet	20003_1140916288.assoc.tsv.gz	wget https://www.dropbox.com/s/6i6iqumfxirooco/20003_1140916288.assoc.tsv.gz?dl=0 -O 20003_1140916288.assoc.tsv.gz	https://www.dropbox.com/s/6i6iqumfxirooco/20003_1140916288.assoc.tsv.gz?dl=0
Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')	6147_3.assoc.tsv.gz	wget https://www.dropbox.com/s/vbe37v4fvbcwir3/6147_3.assoc.tsv.gz?dl=0 -O 6147_3.assoc.tsv.gz	https://www.dropbox.com/s/vbe37v4fvbcwir3/6147_3.assoc.tsv.gz?dl=0
Treatment/medication code: zopiclone	20003_1140863144.assoc.tsv.gz	wget https://www.dropbox.com/s/y7tmcg5iikd863e/20003_1140863144.assoc.tsv.gz?dl=0 -O 20003_1140863144.assoc.tsv.gz	https://www.dropbox.com/s/y7tmcg5iikd863e/20003_1140863144.assoc.tsv.gz?dl=0
Severity of manic/irritable episodes	5674.assoc.tsv.gz	wget https://www.dropbox.com/s/47ozxlaumf6wo8e/5674.assoc.tsv.gz?dl=0 -O 5674.assoc.tsv.gz	https://www.dropbox.com/s/47ozxlaumf6wo8e/5674.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C80.0 Malignant neoplasm, primary site unknown, so stated	40001_C800.assoc.tsv.gz	wget https://www.dropbox.com/s/l37ialwt5bhzgbw/40001_C800.assoc.tsv.gz?dl=0 -O 40001_C800.assoc.tsv.gz	https://www.dropbox.com/s/l37ialwt5bhzgbw/40001_C800.assoc.tsv.gz?dl=0
Treatment/medication code: hydrocortisone product	20003_1141157294.assoc.tsv.gz	wget https://www.dropbox.com/s/z772mku78fjpifo/20003_1141157294.assoc.tsv.gz?dl=0 -O 20003_1141157294.assoc.tsv.gz	https://www.dropbox.com/s/z772mku78fjpifo/20003_1141157294.assoc.tsv.gz?dl=0
Reason for glasses/contact lenses: For 'astigmatism'	6147_4.assoc.tsv.gz	wget https://www.dropbox.com/s/ww5qr2uf8vvn966/6147_4.assoc.tsv.gz?dl=0 -O 6147_4.assoc.tsv.gz	https://www.dropbox.com/s/ww5qr2uf8vvn966/6147_4.assoc.tsv.gz?dl=0
Treatment/medication code: losartan	20003_1140916356.assoc.tsv.gz	wget https://www.dropbox.com/s/sgqrbcq4ddfiwg1/20003_1140916356.assoc.tsv.gz?dl=0 -O 20003_1140916356.assoc.tsv.gz	https://www.dropbox.com/s/sgqrbcq4ddfiwg1/20003_1140916356.assoc.tsv.gz?dl=0
Treatment/medication code: diazepam	20003_1140863152.assoc.tsv.gz	wget https://www.dropbox.com/s/uc08116j660auuw/20003_1140863152.assoc.tsv.gz?dl=0 -O 20003_1140863152.assoc.tsv.gz	https://www.dropbox.com/s/uc08116j660auuw/20003_1140863152.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C80.9 Malignant neoplasm, unspecified	40001_C809.assoc.tsv.gz	wget https://www.dropbox.com/s/r0dpl3gykderg41/40001_C809.assoc.tsv.gz?dl=0 -O 40001_C809.assoc.tsv.gz	https://www.dropbox.com/s/r0dpl3gykderg41/40001_C809.assoc.tsv.gz?dl=0
Treatment/medication code: loratadine product	20003_1141157324.assoc.tsv.gz	wget https://www.dropbox.com/s/5nnztj08sxptgr7/20003_1141157324.assoc.tsv.gz?dl=0 -O 20003_1141157324.assoc.tsv.gz	https://www.dropbox.com/s/5nnztj08sxptgr7/20003_1141157324.assoc.tsv.gz?dl=0
Reason for glasses/contact lenses: For a 'squint' or 'turn' in an eye since childhood (called 'strabismus')	6147_5.assoc.tsv.gz	wget https://www.dropbox.com/s/4mbdqbqb8gaqsab/6147_5.assoc.tsv.gz?dl=0 -O 6147_5.assoc.tsv.gz	https://www.dropbox.com/s/4mbdqbqb8gaqsab/6147_5.assoc.tsv.gz?dl=0
Treatment/medication code: evening primrose oil	20003_1140916682.assoc.tsv.gz	wget https://www.dropbox.com/s/0j332swq7rsgc2l/20003_1140916682.assoc.tsv.gz?dl=0 -O 20003_1140916682.assoc.tsv.gz	https://www.dropbox.com/s/0j332swq7rsgc2l/20003_1140916682.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C80 Malignant neoplasm without specification of site	40001_C80.assoc.tsv.gz	wget https://www.dropbox.com/s/m73rdpcdyd15d5f/40001_C80.assoc.tsv.gz?dl=0 -O 40001_C80.assoc.tsv.gz	https://www.dropbox.com/s/m73rdpcdyd15d5f/40001_C80.assoc.tsv.gz?dl=0
Treatment/medication code: metronidazole product	20003_1141157364.assoc.tsv.gz	wget https://www.dropbox.com/s/2pey7mywiisuo3n/20003_1141157364.assoc.tsv.gz?dl=0 -O 20003_1141157364.assoc.tsv.gz	https://www.dropbox.com/s/2pey7mywiisuo3n/20003_1141157364.assoc.tsv.gz?dl=0
Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia')	6147_6.assoc.tsv.gz	wget https://www.dropbox.com/s/7rwohjja93cyujd/6147_6.assoc.tsv.gz?dl=0 -O 6147_6.assoc.tsv.gz	https://www.dropbox.com/s/7rwohjja93cyujd/6147_6.assoc.tsv.gz?dl=0
Treatment/medication code: evorel 25 patch	20003_1140916790.assoc.tsv.gz	wget https://www.dropbox.com/s/wji33oyt9b3xb1c/20003_1140916790.assoc.tsv.gz?dl=0 -O 20003_1140916790.assoc.tsv.gz	https://www.dropbox.com/s/wji33oyt9b3xb1c/20003_1140916790.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C81.9 Hodgkin's disease, unspecified	40001_C819.assoc.tsv.gz	wget https://www.dropbox.com/s/sgo0w42pw1bokxw/40001_C819.assoc.tsv.gz?dl=0 -O 40001_C819.assoc.tsv.gz	https://www.dropbox.com/s/sgo0w42pw1bokxw/40001_C819.assoc.tsv.gz?dl=0
Reason for glasses/contact lenses: Other eye condition	6147_7.assoc.tsv.gz	wget https://www.dropbox.com/s/a2k06trsmtxfa5x/6147_7.assoc.tsv.gz?dl=0 -O 6147_7.assoc.tsv.gz	https://www.dropbox.com/s/a2k06trsmtxfa5x/6147_7.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C82.9 Follicular non-Hodgkin's lymphoma, unspecified	40001_C829.assoc.tsv.gz	wget https://www.dropbox.com/s/ytf7yo56367c6um/40001_C829.assoc.tsv.gz?dl=0 -O 40001_C829.assoc.tsv.gz	https://www.dropbox.com/s/ytf7yo56367c6um/40001_C829.assoc.tsv.gz?dl=0
Treatment/medication code: zantac 75 tablet	20003_1140916980.assoc.tsv.gz	wget https://www.dropbox.com/s/vdaqu9112axssy9/20003_1140916980.assoc.tsv.gz?dl=0 -O 20003_1140916980.assoc.tsv.gz	https://www.dropbox.com/s/vdaqu9112axssy9/20003_1140916980.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C83.3 Large cell (diffuse)	40001_C833.assoc.tsv.gz	wget https://www.dropbox.com/s/8r73po3y08u60nt/40001_C833.assoc.tsv.gz?dl=0 -O 40001_C833.assoc.tsv.gz	https://www.dropbox.com/s/8r73po3y08u60nt/40001_C833.assoc.tsv.gz?dl=0
Eye problems/disorders: None of the above	6148_100.assoc.tsv.gz	wget https://www.dropbox.com/s/esjx47dcwerx0jm/6148_100.assoc.tsv.gz?dl=0 -O 6148_100.assoc.tsv.gz	https://www.dropbox.com/s/esjx47dcwerx0jm/6148_100.assoc.tsv.gz?dl=0
Treatment/medication code: airomir 100micrograms cfc-free inhaler	20003_1140917034.assoc.tsv.gz	wget https://www.dropbox.com/s/cdfzb2x8p2bt2hh/20003_1140917034.assoc.tsv.gz?dl=0 -O 20003_1140917034.assoc.tsv.gz	https://www.dropbox.com/s/cdfzb2x8p2bt2hh/20003_1140917034.assoc.tsv.gz?dl=0
Reason former drinker stopped drinking alcohol: Illness or ill health	3859_1.assoc.tsv.gz	wget https://www.dropbox.com/s/77w8kufg4pncrdl/3859_1.assoc.tsv.gz?dl=0 -O 3859_1.assoc.tsv.gz	https://www.dropbox.com/s/77w8kufg4pncrdl/3859_1.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C84.5 Other and unspecified T-cell lymphomas	40001_C845.assoc.tsv.gz	wget https://www.dropbox.com/s/8603gb8hhc9929z/40001_C845.assoc.tsv.gz?dl=0 -O 40001_C845.assoc.tsv.gz	https://www.dropbox.com/s/8603gb8hhc9929z/40001_C845.assoc.tsv.gz?dl=0
Eye problems/disorders: Diabetes related eye disease	6148_1.assoc.tsv.gz	wget https://www.dropbox.com/s/d10hk2hmx0m4oqx/6148_1.assoc.tsv.gz?dl=0 -O 6148_1.assoc.tsv.gz	https://www.dropbox.com/s/d10hk2hmx0m4oqx/6148_1.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: cranial nerve problem/palsy	20002_1249.assoc.tsv.gz	wget https://www.dropbox.com/s/egkkxjxkjf09tyg/20002_1249.assoc.tsv.gz?dl=0 -O 20002_1249.assoc.tsv.gz	https://www.dropbox.com/s/egkkxjxkjf09tyg/20002_1249.assoc.tsv.gz?dl=0
Treatment/medication code: temazepam	20003_1140863202.assoc.tsv.gz	wget https://www.dropbox.com/s/lbytoihp2hbljbu/20003_1140863202.assoc.tsv.gz?dl=0 -O 20003_1140863202.assoc.tsv.gz	https://www.dropbox.com/s/lbytoihp2hbljbu/20003_1140863202.assoc.tsv.gz?dl=0
Treatment/medication code: kliofem tablet	20003_1140917056.assoc.tsv.gz	wget https://www.dropbox.com/s/5da4w4qmg3h85y3/20003_1140917056.assoc.tsv.gz?dl=0 -O 20003_1140917056.assoc.tsv.gz	https://www.dropbox.com/s/5da4w4qmg3h85y3/20003_1140917056.assoc.tsv.gz?dl=0
Reason former drinker stopped drinking alcohol: Doctor's advice	3859_2.assoc.tsv.gz	wget https://www.dropbox.com/s/sk59f8sy3nwi7vm/3859_2.assoc.tsv.gz?dl=0 -O 3859_2.assoc.tsv.gz	https://www.dropbox.com/s/sk59f8sy3nwi7vm/3859_2.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C85.1 B-cell lymphoma, unspecified	40001_C851.assoc.tsv.gz	wget https://www.dropbox.com/s/agl7q2tgdz3xew4/40001_C851.assoc.tsv.gz?dl=0 -O 40001_C851.assoc.tsv.gz	https://www.dropbox.com/s/agl7q2tgdz3xew4/40001_C851.assoc.tsv.gz?dl=0
Treatment/medication code: lorazepam	20003_1140863302.assoc.tsv.gz	wget https://www.dropbox.com/s/akwiu52e9jb104z/20003_1140863302.assoc.tsv.gz?dl=0 -O 20003_1140863302.assoc.tsv.gz	https://www.dropbox.com/s/akwiu52e9jb104z/20003_1140863302.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: bell's palsy/facial nerve palsy	20002_1250.assoc.tsv.gz	wget https://www.dropbox.com/s/y7i4cfks9wlj4s6/20002_1250.assoc.tsv.gz?dl=0 -O 20002_1250.assoc.tsv.gz	https://www.dropbox.com/s/y7i4cfks9wlj4s6/20002_1250.assoc.tsv.gz?dl=0
Reason former drinker stopped drinking alcohol: Health precaution	3859_3.assoc.tsv.gz	wget https://www.dropbox.com/s/1v0zroljg3qho0v/3859_3.assoc.tsv.gz?dl=0 -O 3859_3.assoc.tsv.gz	https://www.dropbox.com/s/1v0zroljg3qho0v/3859_3.assoc.tsv.gz?dl=0
Treatment/medication code: prednisolone product	20003_1141157402.assoc.tsv.gz	wget https://www.dropbox.com/s/ob8948e8etzvxaa/20003_1141157402.assoc.tsv.gz?dl=0 -O 20003_1141157402.assoc.tsv.gz	https://www.dropbox.com/s/ob8948e8etzvxaa/20003_1141157402.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C85.9 Non-Hodgkin's lymphoma, unspecified type	40001_C859.assoc.tsv.gz	wget https://www.dropbox.com/s/5ftxfspje0mmlz5/40001_C859.assoc.tsv.gz?dl=0 -O 40001_C859.assoc.tsv.gz	https://www.dropbox.com/s/5ftxfspje0mmlz5/40001_C859.assoc.tsv.gz?dl=0
Eye problems/disorders: Glaucoma	6148_2.assoc.tsv.gz	wget https://www.dropbox.com/s/07qatn5ej8zo7y6/6148_2.assoc.tsv.gz?dl=0 -O 6148_2.assoc.tsv.gz	https://www.dropbox.com/s/07qatn5ej8zo7y6/6148_2.assoc.tsv.gz?dl=0
Treatment/medication code: kapake tablet	20003_1140864070.assoc.tsv.gz	wget https://www.dropbox.com/s/xs3oqsb0rlav9ii/20003_1140864070.assoc.tsv.gz?dl=0 -O 20003_1140864070.assoc.tsv.gz	https://www.dropbox.com/s/xs3oqsb0rlav9ii/20003_1140864070.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: spinal cord disorder	20002_1251.assoc.tsv.gz	wget https://www.dropbox.com/s/4tkt010p3yjcggz/20002_1251.assoc.tsv.gz?dl=0 -O 20002_1251.assoc.tsv.gz	https://www.dropbox.com/s/4tkt010p3yjcggz/20002_1251.assoc.tsv.gz?dl=0
Reason former drinker stopped drinking alcohol: Financial reasons	3859_4.assoc.tsv.gz	wget https://www.dropbox.com/s/ni09ri47gnsjxnw/3859_4.assoc.tsv.gz?dl=0 -O 3859_4.assoc.tsv.gz	https://www.dropbox.com/s/ni09ri47gnsjxnw/3859_4.assoc.tsv.gz?dl=0
Treatment/medication code: ibuprofen product	20003_1141157412.assoc.tsv.gz	wget https://www.dropbox.com/s/wd9ikp5iw8uy6qk/20003_1141157412.assoc.tsv.gz?dl=0 -O 20003_1141157412.assoc.tsv.gz	https://www.dropbox.com/s/wd9ikp5iw8uy6qk/20003_1141157412.assoc.tsv.gz?dl=0
Treatment/medication code: angitil sr 90 m/r capsule	20003_1140917428.assoc.tsv.gz	wget https://www.dropbox.com/s/4urovwwod9wazc4/20003_1140917428.assoc.tsv.gz?dl=0 -O 20003_1140917428.assoc.tsv.gz	https://www.dropbox.com/s/4urovwwod9wazc4/20003_1140917428.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C90.0 Multiple myeloma	40001_C900.assoc.tsv.gz	wget https://www.dropbox.com/s/uhmy1frb17cda5a/40001_C900.assoc.tsv.gz?dl=0 -O 40001_C900.assoc.tsv.gz	https://www.dropbox.com/s/uhmy1frb17cda5a/40001_C900.assoc.tsv.gz?dl=0
Medication for cholesterol, blood pressure or diabetes: None of the above	6177_100.assoc.tsv.gz	wget https://www.dropbox.com/s/btlqn71fz506sia/6177_100.assoc.tsv.gz?dl=0 -O 6177_100.assoc.tsv.gz	https://www.dropbox.com/s/btlqn71fz506sia/6177_100.assoc.tsv.gz?dl=0
Types of transport used (excluding work): None of the above	6162_100.assoc.tsv.gz	wget https://www.dropbox.com/s/x57kizo9pcd6dao/6162_100.assoc.tsv.gz?dl=0 -O 6162_100.assoc.tsv.gz	https://www.dropbox.com/s/x57kizo9pcd6dao/6162_100.assoc.tsv.gz?dl=0
Eye problems/disorders: Injury or trauma resulting in loss of vision	6148_3.assoc.tsv.gz	wget https://www.dropbox.com/s/romvfnwn44va2iq/6148_3.assoc.tsv.gz?dl=0 -O 6148_3.assoc.tsv.gz	https://www.dropbox.com/s/romvfnwn44va2iq/6148_3.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: peripheral nerve disorder	20002_1254.assoc.tsv.gz	wget https://www.dropbox.com/s/r8inh7plwh07ot2/20002_1254.assoc.tsv.gz?dl=0 -O 20002_1254.assoc.tsv.gz	https://www.dropbox.com/s/r8inh7plwh07ot2/20002_1254.assoc.tsv.gz?dl=0
Treatment/medication code: budesonide product	20003_1141157418.assoc.tsv.gz	wget https://www.dropbox.com/s/59eocnk4n117dgi/20003_1141157418.assoc.tsv.gz?dl=0 -O 20003_1141157418.assoc.tsv.gz	https://www.dropbox.com/s/59eocnk4n117dgi/20003_1141157418.assoc.tsv.gz?dl=0
Age of primiparous women at birth of child	3872.assoc.tsv.gz	wget https://www.dropbox.com/s/a1ljxuvpmre3z9d/3872.assoc.tsv.gz?dl=0 -O 3872.assoc.tsv.gz	https://www.dropbox.com/s/a1ljxuvpmre3z9d/3872.assoc.tsv.gz?dl=0
Pain type(s) experienced in last month: None of the above	6159_100.assoc.tsv.gz	wget https://www.dropbox.com/s/g38vfqdw4pudyv9/6159_100.assoc.tsv.gz?dl=0 -O 6159_100.assoc.tsv.gz	https://www.dropbox.com/s/g38vfqdw4pudyv9/6159_100.assoc.tsv.gz?dl=0
Treatment/medication code: oestrogel 1.25g gel	20003_1140917450.assoc.tsv.gz	wget https://www.dropbox.com/s/dk65y8fvwe99ngp/20003_1140917450.assoc.tsv.gz?dl=0 -O 20003_1140917450.assoc.tsv.gz	https://www.dropbox.com/s/dk65y8fvwe99ngp/20003_1140917450.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C91.0 Acute lymphoblastic leukaemia	40001_C910.assoc.tsv.gz	wget https://www.dropbox.com/s/nslus3njpdd2wq5/40001_C910.assoc.tsv.gz?dl=0 -O 40001_C910.assoc.tsv.gz	https://www.dropbox.com/s/nslus3njpdd2wq5/40001_C910.assoc.tsv.gz?dl=0
Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177_1.assoc.tsv.gz	wget https://www.dropbox.com/s/nitpmc2fs4vb4wt/6177_1.assoc.tsv.gz?dl=0 -O 6177_1.assoc.tsv.gz	https://www.dropbox.com/s/nitpmc2fs4vb4wt/6177_1.assoc.tsv.gz?dl=0
Types of transport used (excluding work): Car/motor vehicle	6162_1.assoc.tsv.gz	wget https://www.dropbox.com/s/xjib6t3dw5l2r5w/6162_1.assoc.tsv.gz?dl=0 -O 6162_1.assoc.tsv.gz	https://www.dropbox.com/s/xjib6t3dw5l2r5w/6162_1.assoc.tsv.gz?dl=0
Eye problems/disorders: Cataract	6148_4.assoc.tsv.gz	wget https://www.dropbox.com/s/3jsjed2427vqyj2/6148_4.assoc.tsv.gz?dl=0 -O 6148_4.assoc.tsv.gz	https://www.dropbox.com/s/3jsjed2427vqyj2/6148_4.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: peripheral neuropathy	20002_1255.assoc.tsv.gz	wget https://www.dropbox.com/s/m7gyq2bm1zqe24o/20002_1255.assoc.tsv.gz?dl=0 -O 20002_1255.assoc.tsv.gz	https://www.dropbox.com/s/m7gyq2bm1zqe24o/20002_1255.assoc.tsv.gz?dl=0
Treatment/medication code: hypromellose product	20003_1141157458.assoc.tsv.gz	wget https://www.dropbox.com/s/5kh2ytrhhs2ycxj/20003_1141157458.assoc.tsv.gz?dl=0 -O 20003_1141157458.assoc.tsv.gz	https://www.dropbox.com/s/5kh2ytrhhs2ycxj/20003_1141157458.assoc.tsv.gz?dl=0
Number of incorrect matches in round	399.assoc.tsv.gz	wget https://www.dropbox.com/s/z66nwdio5a2w9dw/399.assoc.tsv.gz?dl=0 -O 399.assoc.tsv.gz	https://www.dropbox.com/s/z66nwdio5a2w9dw/399.assoc.tsv.gz?dl=0
Pain type(s) experienced in last month: Headache	6159_1.assoc.tsv.gz	wget https://www.dropbox.com/s/y76gw1ffthbpeic/6159_1.assoc.tsv.gz?dl=0 -O 6159_1.assoc.tsv.gz	https://www.dropbox.com/s/y76gw1ffthbpeic/6159_1.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C91.1 Chronic lymphocytic leukaemia	40001_C911.assoc.tsv.gz	wget https://www.dropbox.com/s/mqi34l39kv4z1rn/40001_C911.assoc.tsv.gz?dl=0 -O 40001_C911.assoc.tsv.gz	https://www.dropbox.com/s/mqi34l39kv4z1rn/40001_C911.assoc.tsv.gz?dl=0
Treatment/medication code: tridestra tablet	20003_1140921088.assoc.tsv.gz	wget https://www.dropbox.com/s/nqxn7z70yuiga3p/20003_1140921088.assoc.tsv.gz?dl=0 -O 20003_1140921088.assoc.tsv.gz	https://www.dropbox.com/s/nqxn7z70yuiga3p/20003_1140921088.assoc.tsv.gz?dl=0
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177_2.assoc.tsv.gz	wget https://www.dropbox.com/s/fhedb9bc46orpo6/6177_2.assoc.tsv.gz?dl=0 -O 6177_2.assoc.tsv.gz	https://www.dropbox.com/s/fhedb9bc46orpo6/6177_2.assoc.tsv.gz?dl=0
Types of transport used (excluding work): Walk	6162_2.assoc.tsv.gz	wget https://www.dropbox.com/s/luwgf9xnje3slu4/6162_2.assoc.tsv.gz?dl=0 -O 6162_2.assoc.tsv.gz	https://www.dropbox.com/s/luwgf9xnje3slu4/6162_2.assoc.tsv.gz?dl=0
Eye problems/disorders: Macular degeneration	6148_5.assoc.tsv.gz	wget https://www.dropbox.com/s/xphc4ocyiov50bo/6148_5.assoc.tsv.gz?dl=0 -O 6148_5.assoc.tsv.gz	https://www.dropbox.com/s/xphc4ocyiov50bo/6148_5.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: acute infective polyneuritis/guillain-barre syndrome	20002_1256.assoc.tsv.gz	wget https://www.dropbox.com/s/kstau0yoaatvknq/20002_1256.assoc.tsv.gz?dl=0 -O 20002_1256.assoc.tsv.gz	https://www.dropbox.com/s/kstau0yoaatvknq/20002_1256.assoc.tsv.gz?dl=0
Treatment/medication code: salbutamol product	20003_1141157486.assoc.tsv.gz	wget https://www.dropbox.com/s/lo3ejxdxvcew7pg/20003_1141157486.assoc.tsv.gz?dl=0 -O 20003_1141157486.assoc.tsv.gz	https://www.dropbox.com/s/lo3ejxdxvcew7pg/20003_1141157486.assoc.tsv.gz?dl=0
Pain type(s) experienced in last month: Facial pain	6159_2.assoc.tsv.gz	wget https://www.dropbox.com/s/eciudr1xl95ss8e/6159_2.assoc.tsv.gz?dl=0 -O 6159_2.assoc.tsv.gz	https://www.dropbox.com/s/eciudr1xl95ss8e/6159_2.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C92.0 Acute myeloid leukaemia	40001_C920.assoc.tsv.gz	wget https://www.dropbox.com/s/ht7awsnpslrnnxb/40001_C920.assoc.tsv.gz?dl=0 -O 40001_C920.assoc.tsv.gz	https://www.dropbox.com/s/ht7awsnpslrnnxb/40001_C920.assoc.tsv.gz?dl=0
Treatment/medication code: citalopram	20003_1140921600.assoc.tsv.gz	wget https://www.dropbox.com/s/t8taab6tgkdkjzr/20003_1140921600.assoc.tsv.gz?dl=0 -O 20003_1140921600.assoc.tsv.gz	https://www.dropbox.com/s/t8taab6tgkdkjzr/20003_1140921600.assoc.tsv.gz?dl=0
Types of transport used (excluding work): Public transport	6162_3.assoc.tsv.gz	wget https://www.dropbox.com/s/43bmpffuu419gu9/6162_3.assoc.tsv.gz?dl=0 -O 6162_3.assoc.tsv.gz	https://www.dropbox.com/s/43bmpffuu419gu9/6162_3.assoc.tsv.gz?dl=0
Eye problems/disorders: Other serious eye condition	6148_6.assoc.tsv.gz	wget https://www.dropbox.com/s/0fjtpu4m05m1mhq/6148_6.assoc.tsv.gz?dl=0 -O 6148_6.assoc.tsv.gz	https://www.dropbox.com/s/0fjtpu4m05m1mhq/6148_6.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: trapped nerve/compressed nerve	20002_1257.assoc.tsv.gz	wget https://www.dropbox.com/s/9hgmbyhwuyym385/20002_1257.assoc.tsv.gz?dl=0 -O 20002_1257.assoc.tsv.gz	https://www.dropbox.com/s/9hgmbyhwuyym385/20002_1257.assoc.tsv.gz?dl=0
Treatment/medication code: ispaghula husk product	20003_1141157494.assoc.tsv.gz	wget https://www.dropbox.com/s/jtu8jnikdnzu09i/20003_1141157494.assoc.tsv.gz?dl=0 -O 20003_1141157494.assoc.tsv.gz	https://www.dropbox.com/s/jtu8jnikdnzu09i/20003_1141157494.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C92.1 Chronic myeloid leukaemia	40001_C921.assoc.tsv.gz	wget https://www.dropbox.com/s/ccbfnm62onpjs9k/40001_C921.assoc.tsv.gz?dl=0 -O 40001_C921.assoc.tsv.gz	https://www.dropbox.com/s/ccbfnm62onpjs9k/40001_C921.assoc.tsv.gz?dl=0
Treatment/medication code: mirena 52mg intrauterine system	20003_1140921814.assoc.tsv.gz	wget https://www.dropbox.com/s/851u83m1h71go9w/20003_1140921814.assoc.tsv.gz?dl=0 -O 20003_1140921814.assoc.tsv.gz	https://www.dropbox.com/s/851u83m1h71go9w/20003_1140921814.assoc.tsv.gz?dl=0
Types of transport used (excluding work): Cycle	6162_4.assoc.tsv.gz	wget https://www.dropbox.com/s/4xajosdgy5e9ciz/6162_4.assoc.tsv.gz?dl=0 -O 6162_4.assoc.tsv.gz	https://www.dropbox.com/s/4xajosdgy5e9ciz/6162_4.assoc.tsv.gz?dl=0
Treatment/medication code: dovonex 50micrograms/g cream	20003_1140864184.assoc.tsv.gz	wget https://www.dropbox.com/s/c96ub267c8ecpf2/20003_1140864184.assoc.tsv.gz?dl=0 -O 20003_1140864184.assoc.tsv.gz	https://www.dropbox.com/s/c96ub267c8ecpf2/20003_1140864184.assoc.tsv.gz?dl=0
Mouth/teeth dental problems: None of the above	6149_100.assoc.tsv.gz	wget https://www.dropbox.com/s/6yhc9liajrdcu2n/6149_100.assoc.tsv.gz?dl=0 -O 6149_100.assoc.tsv.gz	https://www.dropbox.com/s/6yhc9liajrdcu2n/6149_100.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: chronic/degenerative neurological problem	20002_1258.assoc.tsv.gz	wget https://www.dropbox.com/s/ysryuxu0j3b29d3/20002_1258.assoc.tsv.gz?dl=0 -O 20002_1258.assoc.tsv.gz	https://www.dropbox.com/s/ysryuxu0j3b29d3/20002_1258.assoc.tsv.gz?dl=0
Treatment/medication code: benadryl allergy relief 8mg capsule	20003_1141162526.assoc.tsv.gz	wget https://www.dropbox.com/s/6736ce22v4owmu7/20003_1141162526.assoc.tsv.gz?dl=0 -O 20003_1141162526.assoc.tsv.gz	https://www.dropbox.com/s/6736ce22v4owmu7/20003_1141162526.assoc.tsv.gz?dl=0
